track_path,action,confidence,current_title,proposed_title,current_artist,proposed_artist,issue_flags,reason
/home/pio/staging-subset/A-Pyk - Rest In Space - Knobs And Keys Music - 2021/01. A-Pyk - Rest in Space.flac,keep,1.00,Rest in Space,Rest in Space,A-Pyk,A-Pyk,,album probe clean; no change needed
