track_path,action,confidence,current_title,proposed_title,current_artist,proposed_artist,issue_flags,reason
/home/pio/staging-subset/A-Pyk - Bounty Hound - Knobs And Keys Music - 2020/01 A-Pyk - Bounty Hound.flac,keep,1.00,Bounty Hound,Bounty Hound,A-Pyk,A-Pyk,,album probe clean; no change needed
